अ ə
अनपेक्षीतपणान ənəpekʂit̪əpəɳanə
अनप्लग ənəpləgə
अनभिशिक्त ənəbʱiʃikt̪ə
अनमनचे ənəmənətʃe
अनमनता ənəmənət̪a
अनमनताली ənəmənət̪ali
अनमननात ənəmənənat̪ə
अनमनले ənəmənəle
अनमनात ənəmənat̪ə
अनमली ənəməli
अनय ənəjə
अनया ənəja
अनयाक ənəjakə
अनयाची ənəjatʃi
अनयाच्या ənəjatʃja
अनयान ənəjanə
अनरियलिटी ənərijəliʈi
अनर्थ ənərt̪ʰə
अनवधानाक ənəʋəd̪ʰanakə
अनवधानान ənəʋəd̪ʰananə
अनवळखी ənəʋəɭəkʰi
अनवळख्या ənəʋəɭəkʰja
अनस ənəsə
अनाकलनीय ənakələnijə
अनाचार ənatʃarə
अनाचारांक ənatʃarãkə
अनाचारांत ənatʃarãt̪ə
अनाडीपणाचें ənaɖipəɳatʃẽ
अनाड्यान ənaɖjanə
अनाथ ənat̪ʰə
अनाथालयां ənat̪ʰaləjã
अनाथालयांत ənat̪ʰaləjãt̪ə
अनाम ənamə
अनामत ənamət̪ə
अनामीक ənamikə
अनावर ənaʋərə
अनावरण ənaʋərəɳə
अनास्था ənast̪ʰa
अनास्थे ənast̪ʰe
अनास्थेचे ənast̪ʰetʃe
अनाहूत ənaɦut̪ə
अनिकूय ənikujə
अनिकेताक əniket̪akə
अनितीचेर ənit̪itʃerə
अनितीच्यो ənit̪itʃjo
अनियंत्रीत ənijə̃t̪rit̪ə
अनियमीत ənijəmit̪ə
अनिरुद्ध ənirud̪d̪ʰə
अनिर्बंध ənirbə̃d̪ʰə
अनिर्बध ənirbəd̪ʰə
अनिल ənilə
अनिवेंचनीय əniʋẽtʃənijə
अनिश्चीततायेचें əniʃtʃit̪ət̪ajetʃẽ
अनिश्ट əniʃʈə
अनिश्ठ əniʃʈʰə
अनी əni
अनीत ənit̪ə
अनुकरण ənukərəɳə
अनुकरणीय ənukərəɳijə
अनुकूल ənukulə
अनुक्रमांत ənukrəmãt̪ə
अनुक्रमान ənukrəmanə
अनुचीत ənutʃit̪ə
अनुत्तरीत ənut̪t̪ərit̪ə
अनुदान ənud̪anə
अनुदाना ənud̪ana
अनुदानां ənud̪anã
अनुदानाचेर ənud̪anatʃerə
अनुदारूय ənud̪arujə
अनुभतीचो ənubʱət̪itʃo
अनुमान ənumanə
अनुयायांक ənujajãkə
अनुयायांनी ənujajãni
अनुयायी ənujaji
अनुयायीय ənujajijə
अनुराग ənuragə
अनुरागाचे ənuragatʃe
अनुवादक ənuʋad̪əkə
अनुशासन ənuʃasənə
अनुशेश ənuʃeʃə
अनुशेशांचें ənuʃeʃãtʃẽ
अनुसंधान ənusə̃d̪ʰanə
अनुसरण ənusərəɳə
अनुसरून ənusərunə
अनुसुचींतूय ənusutʃĩt̪ujə
अनुसुचीत ənusutʃit̪ə
अनुस्वार ənusʋarə
अनेक ənekə
अनेकेश्वरवाद ənekeʃʋərəʋad̪ə
अनैतिक ənɨjt̪ikə
अनैतीक ənɨjt̪ikə
अनैतीकतेची ənɨjt̪ikət̪etʃi
अन्न ənnə
अन्नछत्र ənnətʃʰət̪rə
अन्नछत्रालयां ənnətʃʰət̪raləjã
अन्नधान्याचे ənnəd̪ʰanjatʃe
अन्ना ənna
अन्नांत ənnãt̪ə
अन्नाक ənnakə
अन्नाची ənnatʃi
अन्नाचें ənnatʃẽ
अन्नुली ənnuli
अन्य ənjə
अन्याय ənjajə
अन्यायअत्त्याचार ənjajəət̪t̪jatʃarə
अन्यायच ənjajətʃə
अन्यायचें ənjajətʃẽ
अन्याया ənjaja
अन्यायाक ənjajakə
अन्यायाकच ənjajakətʃə
अन्यायाची ənjajatʃi
अन्यायाचेर ənjajatʃerə
अन्यायाचो ənjajatʃo
अन्यायूच ənjajutʃə
अन्वयार्थ ənʋəjart̪ʰə
अन्वर ənʋərə
अन्वेशण ənʋeʃəɳə
अन्वेषा ənʋeʂa
अन्वेषाचो ənʋeʂatʃo
अन्वेषाने ənʋeʂane
अन्सारी ənsari
अप əpə
अपंगुळांक əpə̃guɭãkə
अपंगूळ əpə̃guɭə
अपक्ष əpəkʂə
अपक्षांचो əpəkʂãtʃo
अपक्षांच्या əpəkʂãtʃja
अपक्षांनी əpəkʂãni
अपगाणिस्ताना əpəgaɳist̪ana
अपग्रेडेड əpəgreɖeɖə
अपघात əpəgʱat̪ə
अपघाता əpəgʱat̪a
अपघातां əpəgʱat̪ã
अपघातांक əpəgʱat̪ãkə
अपघातांचें əpəgʱat̪ãtʃẽ
अपघातांचो əpəgʱat̪ãtʃo
अपघातांच्यो əpəgʱat̪ãtʃjo
अपघातांत əpəgʱat̪ãt̪ə
अपघातांनी əpəgʱat̪ãni
अपघातांनीय əpəgʱat̪ãnijə
अपघाताक əpəgʱat̪akə
अपघाताचे əpəgʱat̪atʃe
अपघाताचें əpəgʱat̪atʃẽ
अपघाती əpəgʱat̪i
अपघातूय əpəgʱat̪ujə
अपचन əpətʃənə
अपचनीच əpətʃənitʃə
अपत्त्य əpət̪t̪jə
अपत्त्यनिर्मिती əpət̪t̪jənirmit̪i
अपत्त्यनिर्मितीची əpət̪t̪jənirmit̪itʃi
अपत्त्यनिर्मितीचें əpət̪t̪jənirmit̪itʃẽ
अपत्त्यनिर्मितीच्या əpət̪t̪jənirmit̪itʃja
अपत्त्यप्राप्ती əpət̪t̪jəprapt̪i
अपत्त्यप्राप्तीचो əpət̪t̪jəprapt̪itʃo
अपत्त्या əpət̪t̪ja
अपत्त्याची əpət̪t̪jatʃi
अपत्त्याचो əpət̪t̪jatʃo
अपत्य əpət̪jə
अपत्यओड əpət̪jəoɖə
अपत्या əpət̪ja
अपना əpəna
अपनालय əpənaləjə
अपभ्रंश əpəbʱrə̃ʃə
अपमान əpəmanə
अपमाना əpəmana
अपमानाक əpəmanakə
अपमानाचो əpəmanatʃo
अपमानीत əpəmanit̪ə
अपमानूय əpəmanujə
अपराध əpərad̪ʰə
अपराधाक əpərad̪ʰakə
अपराधी əpərad̪ʰi
अपराधीपण əpərad̪ʰipəɳə
अपरिहार्य əpəriɦarjə
अपरिहार्यता əpəriɦarjət̪a
अपरेच्यान əpəretʃjanə
अपवित्र əpəʋit̪rə
अपवेव्हार əpəʋeʋɦarə
अपव्यय əpəʋjəjə
अपव्ययूच əpəʋjəjutʃə
अपशकुनी əpəʃəkuni
अपशकून əpəʃəkunə
अपशब्द əpəʃəbd̪ə
अपसमज əpəsəmədʒə
अपहरण əpəɦərəɳə
अपहरणा əpəɦərəɳa
अपहार əpəɦarə
अपहारांत əpəɦarãt̪ə
अपहाराची əpəɦaratʃi
अपहाराचें əpəɦaratʃẽ
अपहाराचो əpəɦaratʃo
अपहाराच्या əpəɦaratʃja
अपाट əpaʈə
अपात्र əpat̪rə
अपाय əpajə
अपारदर्शक əparəd̪ərʃəkə
अपिलाचेर əpilatʃerə
अपील əpilə
अपुरबाय əpurəbajə
अपुरबायेचें əpurəbajetʃẽ
अपुरबायेच्या əpurəbajetʃja
अपुरबायेन əpurəbajenə
अपुरबुद्दा əpurəbud̪d̪a
अपुरी əpuri
अपुर्णतायेची əpurɳət̪ajetʃi
अपुर्वाई əpurʋai:
अपूर्ण əpurɳə
अपूर्व əpurʋə
अपेक्षा əpekʂa
अपेक्षांक əpekʂãkə
अपेक्षांचें əpekʂãtʃẽ
अपेक्षांच्या əpekʂãtʃja
अपेक्षाच əpekʂatʃə
अपेक्षाय əpekʂajə
अपेक्षीत əpekʂit̪ə
अपेक्षे əpekʂe
अपेक्षेच्या əpekʂetʃja
अपेक्षेन əpekʂenə
अपेश əpeʃə
अपेशी əpeʃi
अपेश्टा əpeʃʈa
अपेस əpesə
अपेसा əpesa
अपेसाची əpesatʃi
अपेसाचें əpesatʃẽ
अपेसूच əpesutʃə
अप्रत्यक्ष əprət̪jəkʂə
अप्रत्यक्षपणान əprət̪jəkʂəpəɳanə
अप्रामाणीक əpramaɳikə
अप्रिय əprijə
अप्रुपाची əprupatʃi
अप्रूप əprupə
अप्रूपपणाचो əprupəpəɳatʃo
अप्लाय əplajə
अफगाण əfəgaɳə
अफगाणपाक əfəgaɳəpakə
अफगाणिस्तनांत əfəgaɳist̪ənãt̪ə
अफगाणिस्तान əfəgaɳist̪anə
अफगाणिस्तानांत əfəgaɳist̪anãt̪ə
अफगाणिस्तानांतल्यान əfəgaɳist̪anãt̪əljanə
अफगाणिस्तानाक əfəgaɳist̪anakə
अफगाणिस्तानाची əfəgaɳist̪anatʃi
अफगाणिस्तानाचे əfəgaɳist̪anatʃe
अफगाणिस्तानाचें əfəgaɳist̪anatʃẽ
अफगाणिस्तानाचेर əfəgaɳist̪anatʃerə
अफगाणिस्तानाचो əfəgaɳist̪anatʃo
अफगाणिस्तानाच्या əfəgaɳist̪anatʃja
अफगाणिस्तानान əfəgaɳist̪ananə
अफगाणिस्तानानच əfəgaɳist̪ananətʃə
अफगाणीं əfəgaɳĩ
अफझल əfədʒʱələ
अफझलखान əfədʒʱələkʰanə
अफझलखानाच्या əfədʒʱələkʰanatʃja
अफर्टींग əfərʈĩgə
अफलातून əfəlat̪unə
अफाट əfaʈə
अफिकेच्यो əfiketʃjo
अफिसांत əfisãt̪ə
अफू əfu
अफूची əfutʃi
अब əbə
अबकड əbəkəɖə
अबकारी əbəkari
अबर əbərə
अबला əbəla
अबाधीत əbad̪ʰit̪ə
अबु əbu
अबूल əbulə
अब्ज əbdʒə
अब्जा əbdʒa
अब्जांनी əbdʒãni
अब्दुल əbd̪ulə
अब्दुल्लाची əbd̪ullatʃi
अब्बा əbba
अब्बास əbbasə
अब्बासी əbbasi
अब्यंगस्नान əbjə̃gəsnanə
अब्रहमान əbrəɦəmanə
अब्राहम əbraɦəmə
अब्रु əbru
अब्रू əbru
अभंग əbʱə̃gə
अभंगगायन əbʱə̃gəgajənə
अभइशेक əbʱəiʃekə
अभक्ष्य əbʱəkʂjə
अभद्र əbʱəd̪rə
अभय əbʱəjə
अभयारण्य əbʱəjarəɳjə
अभयारण्यांत əbʱəjarəɳjãt̪ə
अभयारण्यांतल्या əbʱəjarəɳjãt̪əlja
अभयारण्यांनी əbʱəjarəɳjãni
अभयारण्याक əbʱəjarəɳjakə
अभयारण्याची əbʱəjarəɳjatʃi
अभयारण्याचो əbʱəjarəɳjatʃo
अभारतीय əbʱarət̪ijə
अभाव əbʱaʋə
अभावाचें əbʱaʋatʃẽ
अभिजीत əbʱidʒit̪ə
अभिनंदन əbʱinə̃d̪ənə
अभिनंदनाचे əbʱinə̃d̪ənatʃe
अभिनंदनूय əbʱinə̃d̪ənujə
अभिनय əbʱinəjə
अभिनयांत əbʱinəjãt̪ə
अभिनयांतली əbʱinəjãt̪əli
अभिनयाची əbʱinəjatʃi
अभिनयाचो əbʱinəjatʃo
अभिनव əbʱinəʋə
अभिनिवेशाचें əbʱiniʋeʃatʃẽ
अभिनेतो əbʱinet̪o
अभिनेत्री əbʱinet̪ri
अभिपक्षी əbʱipəkʂi
अभिप्राय əbʱiprajə
अभिप्राया əbʱipraja
अभिप्रायाआड əbʱiprajaaɖə
अभिप्रायाक əbʱiprajakə
अभिप्रायाप्रमाण əbʱiprajaprəmaɳə
अभिप्रेत əbʱipret̪ə
अभिभाषणान əbʱibʱaʂəɳanə
अभिमत əbʱimət̪ə
अभिमान əbʱimanə
अभिमानाची əbʱimanatʃi
अभिमानाचें əbʱimanatʃẽ
अभिमानान əbʱimananə
अभियंते əbʱijə̃t̪e
अभियंतो əbʱijə̃t̪o
अभियांत्रिकी əbʱijãt̪riki
अभियांत्रिकीचो əbʱijãt̪rikitʃo
अभियान əbʱijanə
अभियानाचे əbʱijanatʃe
अभियानानूय əbʱijananujə
अभियाम əbʱijamə
अभिव्यक्त əbʱiʋjəkt̪ə
अभिव्यक्ती əbʱiʋjəkt̪i
अभिव्यक्तीचें əbʱiʋjəkt̪itʃẽ
अभिशेक əbʱiʃekə
अभिशेकाचें əbʱiʃekatʃẽ
अभिषेक əbʱiʂekə
अभिषेकाचें əbʱiʂekatʃẽ
अभिषेकी əbʱiʂeki
अभिषेकीक əbʱiʂekikə
अभिषेकीच əbʱiʂekitʃə
अभिषेकीनूच əbʱiʂekinutʃə
अभिषेकीय əbʱiʂekijə
अभेद्य əbʱed̪jə
अभ्यंगस्नान əbʱjə̃gəsnanə
अभ्यास əbʱjasə
अभ्यासक əbʱjasəkə
अभ्यासकांनी əbʱjasəkãni
अभ्यासकोश əbʱjasəkoʃə
अभ्यासकोशांत əbʱjasəkoʃãt̪ə
अभ्यासकोशाचे əbʱjasəkoʃatʃe
अभ्यासक्रम əbʱjasəkrəmə
अभ्यासक्रमा əbʱjasəkrəma
अभ्यासक्रमां əbʱjasəkrəmã
अभ्यासक्रमांत əbʱjasəkrəmãt̪ə
अभ्यासक्रमांतलो əbʱjasəkrəmãt̪əlo
अभ्यासक्रमाक əbʱjasəkrəmakə
अभ्यासक्रमाचे əbʱjasəkrəmatʃe
अभ्यासत əbʱjasət̪ə
अभ्यासपूर्ण əbʱjasəpurɳə
अभ्यासा əbʱjasa
अभ्यासाक əbʱjasakə
अभ्यासाची əbʱjasatʃi
अभ्यासाचे əbʱjasatʃe
अभ्यासाचेर əbʱjasatʃerə
अभ्यासाचो əbʱjasatʃo
अभ्यासाच्या əbʱjasatʃja
अभ्यासान əbʱjasanə
अभ्यासू əbʱjasu
अभ्यासूच əbʱjasutʃə
अभ्यासून əbʱjasunə
अभ्युदय əbʱjud̪əjə
अमकी əməki
अमके əməke
अमकें əməkẽ
अमकेंच əməkẽtʃə
अमकेच əməketʃə
अमको əməko
अमक्या əməkja
अमक्याचो əməkjatʃo
अमक्यान əməkjanə
अमजद əmədʒəd̪ə
अमन əmənə
अमरावती əməraʋət̪i
अमरावतीच्या əməraʋət̪itʃja
अमर्त्य əmərt̪jə
अमर्याद əmərjad̪ə
अमलबजावणी əmələbədʒaʋəɳi
अमान्य əmanjə
अमित əmit̪ə
अमिता əmit̪a
अमिताभ əmit̪abʱə
अमिताभा əmit̪abʱa
अमिताभाक əmit̪abʱakə
अमिताभाचे əmit̪abʱatʃe
अमिताभाचो əmit̪abʱatʃo
अमिताभाच्या əmit̪abʱatʃja
अमिताभान əmit̪abʱanə
अमिराट्सांक əmiraʈsãkə
अमिरातींतल्या əmirat̪ĩt̪əlja
अमिरातीचें əmirat̪itʃẽ
अमिरातीच्या əmirat̪itʃja
